6	49	94.503	Mod
6	50	94.5053	Mod
7	49	94.6199	Mod
7	50	94.5954	Mod
9	30	94.1536	Mod
9	31	94.1012	Mod
10	30	94.1625	Mod
10	31	94.1369	Mod
13	49	91.4702	Mod
13	50	91.6605	Mod
14	49	91.3077	Mod
14	50	91.5659	Mod
54	564	-69.174	Mod
54	565	-69.4879	Mod
55	564	-74.2035	Mod
55	565	-74.7177	Mod
56	526	-13.7569	Mod
56	527	-13.935	Mod
57	239	69.1729	Mod
57	240	69.2831	Mod
57	254	59.224	Mod
57	255	57.007	Mod
57	284	33.5967	Mod
57	285	35.5979	Mod
57	297	53.047	Mod
57	298	51.3375	Mod
57	366	84.3182	Mod
57	367	84.2169	Mod
57	526	-17.6757	Mod
57	527	-23.9628	Mod
58	239	67.125	Mod
58	240	65.43	Mod
58	254	53.8228	Mod
58	255	55.8985	Mod
58	284	31.304	Mod
58	285	32.4103	Mod
58	297	47.5801	Mod
58	298	46.3147	Mod
58	366	83.2375	Mod
58	367	83.1908	Mod
59	118	94.4752	Mod
59	119	94.4674	Mod
60	118	94.4674	Mod
60	119	94.4296	Mod
113	241	60.8557	Mod
113	242	58.0354	Mod
113	254	36.4181	Mod
113	255	34.9724	Mod
114	241	59.3865	Mod
114	242	57.4811	Mod
114	254	37.432	Mod
114	255	37.0681	Mod
120	241	46.0854	Mod
120	242	44.9246	Mod
120	254	30.5683	Mod
120	255	29.4554	Mod
121	241	45.7337	Mod
121	242	46.9112	Mod
121	254	34.0575	Mod
121	255	31.1849	Mod
150	239	63.9464	Mod
150	240	62.6186	Mod
150	254	39.0614	Mod
150	255	37.6691	Mod
151	239	63.7839	Mod
151	240	63.6169	Mod
151	254	37.796	Mod
151	255	36.3569	Mod
180	238	78.4952	Mod
180	239	78.9871	Mod
180	254	52.8523	Mod
180	255	51.1995	Mod
181	238	78.4807	Mod
181	239	78.1679	Mod
181	254	51.8283	Mod
181	255	48.0131	Mod
200	255	60.9948	Mod
200	256	57.5891	Mod
201	255	59.6269	Mod
201	256	58.8824	Mod
211	255	68.6943	Mod
