6	49	94.1691	Mod
6	50	94.1235	Mod
7	49	94.2693	Mod
7	50	94.2248	Mod
9	30	93.8019	Mod
9	31	93.7529	Mod
10	30	93.9109	Mod
10	31	93.8508	Mod
13	49	91.1085	Mod
13	50	90.8636	Mod
14	49	90.9426	Mod
14	50	91.0639	Mod
54	564	-63.194	Mod
54	565	-65.9876	Mod
55	564	-65.8574	Mod
55	565	-67.7672	Mod
56	526	1.51642	Mod
56	527	-5.44299	Mod
57	239	68.1445	Mod
57	240	68.1757	Mod
57	254	57.2919	Mod
57	255	57.381	Mod
57	284	26.5561	Mod
57	285	24.5627	Mod
57	297	50.5774	Mod
57	298	49.3219	Mod
57	526	-3.33391	Mod
57	527	-12.369	Mod
58	239	62.0432	Mod
58	240	60.7154	Mod
58	254	51.4944	Mod
58	255	51.0381	Mod
58	284	20.516	Mod
58	285	20.7976	Mod
58	297	43.6524	Mod
58	298	42.1277	Mod
59	118	94.5008	Mod
59	119	94.513	Mod
60	118	94.4741	Mod
60	119	94.4719	Mod
113	241	50.653	Mod
113	242	51.5479	Mod
113	254	28.0786	Mod
113	255	26.9723	Mod
114	241	53.283	Mod
114	242	49.6124	Mod
114	254	28.1699	Mod
114	255	28.1699	Mod
120	241	46.8456	Mod
120	242	44.8389	Mod
120	254	29.1282	Mod
120	255	26.4771	Mod
121	241	45.3163	Mod
121	242	44.2969	Mod
121	254	29.8137	Mod
121	255	25.5655	Mod
150	239	57.381	Mod
150	240	57.4911	Mod
150	254	35.5144	Mod
150	255	30.4726	Mod
151	239	57.017	Mod
151	240	56.9513	Mod
151	254	35.422	Mod
151	255	29.9718	Mod
180	238	75.1128	Mod
180	239	75.7917	Mod
180	254	47.3542	Mod
180	255	45.6413	Mod
181	238	77.0394	Mod
181	239	76.6387	Mod
181	254	52.0398	Mod
181	255	46.052	Mod
200	255	63.9364	Mod
200	256	61.007	Mod
201	255	63.4723	Mod
201	256	61.5245	Mod
211	255	66.0377	Mod
211	256	64.2947	Mod
212	255	67.1551	Mod
212	256	64.928	Mod
224	255	76.5764	Mod
224	256	74.7678	Mod
225	255	76.2091	Mod
225	256	74.3872	Mod
239	256	86.3661	Mod
239	257	84.4796	Mod
240	256	86.6877	Mod
240	257	85.5848	Mod
240	285	58.6275	Mod
240	286	58.1033	Mod
240	298	51.5479	Mod
240	299	48.8367	Mod
240	422	0	Mod
240	423	3.38956	Mod
241	285	61.3888	Mod
241	286	61.2853	Mod
241	298	53.7749	Mod
241	299	49.3219	Mod
241	422	0	Mod
241	423	4.90431	Mod
257	299	78.4184	Mod
257	300	77.6871	Mod
257	311	72.6086	Mod
257	312	72.1579	Mod
257	335	59.0671	Mod
257	336	61.9341	Mod
257	422	0	Mod
257	423	25.6245	Mod
258	285	86.8068	Mod
258	286	86.0511	Mod
258	299	80.2036	Mod
258	300	78.2136	Mod
258	311	73.6415	Mod
258	312	73.5302	Mod
258	335	61.8462	Mod
258	336	62.4272	Mod
258	355	53.49	Mod
258	356	51.9051	Mod
258	422	0	Mod
258	423	28.1699	Mod
258	526	18.9489	Mod
258	527	15.4386	Mod
259	285	87.4702	Mod
259	286	87.2342	Mod
259	355	53.7749	Mod
259	356	55.2919	Mod
259	526	20.7976	Mod
259	527	17.3907	Mod
286	420	36.0264	Mod
286	421	41.6847	Mod
286	526	25.1671	Mod
286	527	24.5627	Mod
287	420	41.9607	Mod
287	421	38.3258	Mod
287	526	27.2428	Mod
287	527	23.8059	Mod
299	420	42.8021	Mod
299	421	39.2039	Mod
299	526	66.1412	Mod
299	527	61.2385	Mod
300	420	45.4076	Mod
300	421	43.5	Mod
300	526	64.5452	Mod
300	527	63.4723	Mod
534	562	96.0311	Mod
534	563	96.03	Mod
534	574	95.3422	Mod
534	575	95.3333	Mod
535	562	96.0289	Mod
535	563	96.0256	Mod
535	574	95.3411	Mod
535	575	95.3244	Mod
49	6	88.217	Exp
50	6	85.6148	Exp
49	7	89.3856	Exp
50	7	88.8157	Exp
30	9	94.3917	Exp
31	9	93.5982	Exp
30	10	92.7635	Exp
31	10	93.1641	Exp
49	13	89.2854	Exp
50	13	89.6015	Exp
49	14	88.7078	Exp
50	14	86.1001	Exp
564	54	-31.4587	Exp
565	54	-21.4308	Exp
564	55	-31.8249	Exp
565	55	-40.6363	Exp
526	56	42.7365	Exp
527	56	36.1666	Exp
239	57	77.8073	Exp
240	57	76.9748	Exp
254	57	79.2787	Exp
255	57	73.637	Exp
284	57	23.4843	Exp
285	57	40.9101	Exp
297	57	34.9279	Exp
298	57	33.924	Exp
526	57	37.6546	Exp
527	57	39.4154	Exp
239	58	82.3427	Exp
240	58	83.4045	Exp
254	58	82.9904	Exp
255	58	81.7083	Exp
284	58	33.6813	Exp
285	58	30.3324	Exp
297	58	32.9913	Exp
298	58	39.1716	Exp
118	59	87.2242	Exp
119	59	87.1007	Exp
118	60	88.1546	Exp
119	60	87.1329	Exp
241	113	54.0576	Exp
242	113	30.92	Exp
254	113	33.8883	Exp
255	113	44.1143	Exp
241	114	59.6781	Exp
242	114	54.6464	Exp
254	114	44.3681	Exp
255	114	64.9314	Exp
241	120	68.3526	Exp
242	120	65.2908	Exp
254	120	67.3242	Exp
255	120	64.4962	Exp
241	121	60.1779	Exp
242	121	72.238	Exp
254	121	58.3737	Exp
255	121	55.9597	Exp
239	150	77.2976	Exp
240	150	74.139	Exp
254	150	65.9186	Exp
255	150	77.1173	Exp
239	151	70.0076	Exp
240	151	68.1423	Exp
254	151	68.5919	Exp
255	151	70.1523	Exp
238	180	79.9364	Exp
239	180	77.8118	Exp
254	180	74.2302	Exp
255	180	55.1572	Exp
238	181	76.8379	Exp
239	181	81.3499	Exp
254	181	68.2525	Exp
255	181	74.2202	Exp
255	200	66.238	Exp
256	200	73.3165	Exp
255	201	71.7016	Exp
256	201	68.9948	Exp
255	211	68.543	Exp
256	211	71.6526	Exp
255	212	74.839	Exp
256	212	77.8474	Exp
255	224	82.0667	Exp
256	224	80.5731	Exp
255	225	81.5447	Exp
256	225	85.3399	Exp
256	239	89.1352	Exp
257	239	88.8714	Exp
256	240	90.424	Exp
257	240	90.3784	Exp
285	240	58.8946	Exp
286	240	56.4205	Exp
298	240	56.3771	Exp
299	240	45.5	Exp
422	240	-100	Exp
423	240	-36.3035	Exp
285	241	61.3075	Exp
286	241	59.2563	Exp
298	241	66.4962	Exp
299	241	66.0221	Exp
422	241	-100	Exp
423	241	8.31223	Exp
299	257	86.355	Exp
300	257	83.6727	Exp
311	257	72.6966	Exp
312	257	67.036	Exp
335	257	72.3482	Exp
336	257	70.1323	Exp
422	257	-100	Exp
423	257	18.467	Exp
285	258	90.444	Exp
286	258	90.473	Exp
299	258	89.5447	Exp
300	258	89.4858	Exp
311	258	75.1217	Exp
312	258	75.9531	Exp
335	258	75.1295	Exp
336	258	77.3922	Exp
355	258	74.9737	Exp
356	258	83.4557	Exp
422	258	-100	Exp
423	258	31.0035	Exp
526	258	68.9158	Exp
527	258	51.953	Exp
285	259	91.0461	Exp
286	259	90.2515	Exp
355	259	67.3042	Exp
356	259	77.4768	Exp
526	259	65.9063	Exp
527	259	37.0047	Exp
420	286	60.6954	Exp
421	286	39.8171	Exp
526	286	43.2084	Exp
527	286	27.9651	Exp
420	287	29.0836	Exp
421	287	34.2233	Exp
526	287	35.6936	Exp
527	287	40.3859	Exp
420	299	53.7193	Exp
421	299	59.1584	Exp
526	299	53.0259	Exp
527	299	39.1649	Exp
420	300	47.0915	Exp
421	300	50.4393	Exp
526	300	51.4789	Exp
527	300	11.6367	Exp
562	534	95.0862	Exp
563	534	94.463	Exp
574	534	91.6249	Exp
575	534	91.912	Exp
562	535	94.9972	Exp
563	535	95.1775	Exp
574	535	94.0679	Exp
575	535	92.9182	Exp
