mESC_WT_Rep2	NPC_DB_Rep2	0.195844
mESC_UPPax6_Rep2	NPC_WT_Rep2	0.194854
mESC_UPPax6_Rep2	NPC_WT_Rep1	0.194688
mESC_UPPax6_Rep1	NPC_WT_Rep2	0.194071
mESC_UPPax6_Rep1	NPC_WT_Rep1	0.193585
mESC_UPPax6_Rep2	NPC_DC2C3_Rep2	0.185513
mESC_UPPax6_Rep2	NPC_DC2C3_Rep1	0.185295
mESC_UPPax6_Rep1	NPC_DC2C3_Rep2	0.184604
mESC_UPPax6_Rep2	NPC_DAC2C3_Rep2	0.184037
mESC_UPPax6_Rep1	NPC_DC2C3_Rep1	0.184019
mESC_UPPax6_Rep1	NPC_DAC2C3_Rep2	0.183252
mESC_WT_Rep1	NPC_DB_Rep2	0.181267
mESC_DAB_Rep1	NPC_DB_Rep2	0.180166
mESC_UPPax6_Rep2	NPC_DAC2C3_Rep1	0.179873
mESC_dCTCF_Rep1	NPC_DB_Rep2	0.179365
mESC_UPPax6_Rep1	NPC_DAC2C3_Rep1	0.179350
mESC_DAB_Rep2	NPC_DB_Rep2	0.178316
mESC_WT_Rep2	NPC_DB_Rep1	0.177893
mESC_UPPax6_Rep2	NPC_Dprom_Rep2	0.177682
mESC_UPPax6_Rep1	NPC_Dprom_Rep2	0.177171
mESC_dCTCF_Rep2	NPC_DB_Rep2	0.174991
mESC_DA_Rep1	NPC_DB_Rep2	0.173277
mESC_DAB_Rep1	NPC_Dprom_Rep2	0.171552
mESC_WT_Rep2	NPC_Dprom_Rep2	0.170295
mESC_UPPax6_Rep2	NPC_DB_Rep2	0.170141
mESC_Dprom_Rep1	NPC_DB_Rep2	0.170011
mESC_UPPax6_Rep1	NPC_DB_Rep2	0.169925
mESC_WT_Rep2	NPC_DAB_Rep1	0.169288
mESC_DA_Rep2	NPC_DB_Rep2	0.168625
mESC_dCTCF_Rep1	NPC_Dprom_Rep2	0.167358
mESC_DAB_Rep1	NPC_WT_Rep2	0.166419
mESC_DAB_Rep1	NPC_WT_Rep1	0.166138
mESC_DAB_Rep2	NPC_Dprom_Rep2	0.165709
mESC_WT_Rep2	NPC_DAB_Rep2	0.165218
mESC_WT_Rep2	NPC_WT_Rep2	0.165217
mESC_DAB_Rep1	NPC_DB_Rep1	0.164972
mESC_dCTCF_Rep1	NPC_DB_Rep1	0.164356
mESC_WT_Rep2	NPC_WT_Rep1	0.164214
mESC_UPPax6_Rep2	NPC_Dprom_Rep1	0.163869
mESC_UPPax6_Rep1	NPC_DA_Rep1	0.163723
mESC_UPPax6_Rep2	NPC_DA_Rep1	0.163687
mESC_dCTCF_Rep2	NPC_Dprom_Rep2	0.163652
mESC_Dprom_Rep2	NPC_DB_Rep2	0.163610
mESC_WT_Rep1	NPC_DB_Rep1	0.163093
mESC_UPPax6_Rep1	NPC_Dprom_Rep1	0.162993
mESC_DAB_Rep2	NPC_DB_Rep1	0.162260
mESC_UPPax6_Rep2	NPC_DB_Rep1	0.161872
mESC_UPPax6_Rep1	NPC_DB_Rep1	0.161612
mESC_DAB_Rep1	NPC_DC2C3_Rep1	0.161498
mESC_DAB_Rep2	NPC_WT_Rep2	0.160637
mESC_DB_Rep1	NPC_DB_Rep2	0.160579
mESC_WT_Rep2	NPC_DC2C3_Rep1	0.160480
mESC_dCTCF_Rep2	NPC_DB_Rep1	0.160335
mESC_DAB_Rep2	NPC_WT_Rep1	0.160262
mESC_UPPax6_Rep1	NPC_DAB_Rep1	0.160030
mESC_UPPax6_Rep2	NPC_DAB_Rep1	0.159573
mESC_DB_Rep2	NPC_DB_Rep2	0.159502
mESC_DAB_Rep1	NPC_DC2C3_Rep2	0.159291
mESC_WT_Rep2	NPC_DC2C3_Rep2	0.159170
mESC_dCTCF_Rep1	NPC_WT_Rep2	0.159090
mESC_WT_Rep2	NPC_DA_Rep1	0.158859
mESC_DB_Rep1	NPC_WT_Rep2	0.158288
mESC_DB_Rep1	NPC_WT_Rep1	0.158029
mESC_dCTCF_Rep1	NPC_WT_Rep1	0.157841
mESC_WT_Rep2	NPC_DAC2C3_Rep2	0.157544
mESC_dCTCF_Rep2	NPC_WT_Rep2	0.157155
mESC_WT_Rep1	NPC_Dprom_Rep2	0.156893
mESC_DB_Rep2	NPC_WT_Rep1	0.156671
mESC_DB_Rep2	NPC_WT_Rep2	0.156598
mESC_dCTCF_Rep1	NPC_DC2C3_Rep1	0.156461
mESC_DA_Rep1	NPC_DB_Rep1	0.156411
mESC_dCTCF_Rep2	NPC_WT_Rep1	0.155679
mESC_UPPax6_Rep1	NPC_DAB_Rep2	0.155522
mESC_WT_Rep1	NPC_DAB_Rep1	0.155510
mESC_DA_Rep2	NPC_WT_Rep2	0.155427
mESC_WT_Rep2	NPC_polyA_Rep2	0.155076
mESC_UPPax6_Rep2	NPC_DAB_Rep2	0.155070
mESC_DA_Rep2	NPC_WT_Rep1	0.154898
mESC_Dprom_Rep1	NPC_DB_Rep1	0.154711
mESC_WT_Rep2	NPC_DA_Rep2	0.154672
mESC_DB_Rep1	NPC_Dprom_Rep2	0.154429
mESC_UPPax6_Rep2	NPC_dCTCF_Rep2	0.154140
mESC_dCTCF_Rep2	NPC_DC2C3_Rep1	0.154079
mESC_DA_Rep2	NPC_DB_Rep1	0.153939
mESC_dCTCF_Rep1	NPC_DC2C3_Rep2	0.153887
mESC_WT_Rep2	NPC_polyA_Rep1	0.153875
mESC_UPPax6_Rep1	NPC_dCTCF_Rep2	0.153835
mESC_DAB_Rep1	NPC_Dprom_Rep1	0.153531
mESC_UPPax6_Rep2	NPC_DA_Rep2	0.153179
mESC_UPPax6_Rep1	NPC_DA_Rep2	0.153153
mESC_DAB_Rep2	NPC_DC2C3_Rep1	0.152868
mESC_DB_Rep2	NPC_Dprom_Rep2	0.152577
mESC_DA_Rep2	NPC_Dprom_Rep2	0.152443
mESC_Dprom_Rep1	NPC_DAB_Rep1	0.152395
mESC_WT_Rep1	NPC_WT_Rep2	0.152043
mESC_DA_Rep1	NPC_Dprom_Rep2	0.151810
mESC_Dprom_Rep1	NPC_WT_Rep2	0.151776
mESC_WT_Rep1	NPC_WT_Rep1	0.151694
mESC_WT_Rep2	NPC_DAC2C3_Rep1	0.151553
mESC_WT_Rep1	NPC_DAB_Rep2	0.151542
mESC_dCTCF_Rep2	NPC_DC2C3_Rep2	0.151457
mESC_DA_Rep1	NPC_WT_Rep2	0.151353
mESC_WT_Rep2	NPC_Dprom_Rep1	0.151268
mESC_DAB_Rep2	NPC_DC2C3_Rep2	0.151070
mESC_DAB_Rep1	NPC_DAC2C3_Rep2	0.150871
mESC_DB_Rep1	NPC_DC2C3_Rep2	0.150848
mESC_DA_Rep1	NPC_WT_Rep1	0.150681
mESC_dCTCF_Rep1	NPC_Dprom_Rep1	0.150668
mESC_Dprom_Rep1	NPC_WT_Rep1	0.150407
mESC_DB_Rep1	NPC_DC2C3_Rep1	0.150049
mESC_DB_Rep2	NPC_DC2C3_Rep2	0.149847
mESC_Dprom_Rep1	NPC_DAB_Rep2	0.149328
mESC_polyA_Rep2	NPC_WT_Rep2	0.149323
mESC_polyA_Rep2	NPC_WT_Rep1	0.149066
mESC_DB_Rep2	NPC_DC2C3_Rep1	0.148826
mESC_WT_Rep1	NPC_DC2C3_Rep1	0.148811
mESC_DA_Rep2	NPC_DC2C3_Rep1	0.148738
mESC_Dprom_Rep2	NPC_DB_Rep1	0.148321
mESC_WT_Rep1	NPC_DC2C3_Rep2	0.148071
mESC_polyA_Rep1	NPC_WT_Rep2	0.148064
mESC_polyA_Rep1	NPC_WT_Rep1	0.147733
mESC_DAB_Rep1	NPC_polyA_Rep2	0.147552
mESC_DA_Rep2	NPC_DC2C3_Rep2	0.147428
mESC_DB_Rep1	NPC_DAC2C3_Rep2	0.147283
mESC_polyA_Rep2	NPC_DAC2C3_Rep2	0.147165
mESC_dCTCF_Rep2	NPC_Dprom_Rep1	0.147004
mESC_DAB_Rep1	NPC_polyA_Rep1	0.146657
mESC_DAB_Rep2	NPC_Dprom_Rep1	0.146532
mESC_Dprom_Rep2	NPC_WT_Rep2	0.146443
mESC_DAB_Rep2	NPC_polyA_Rep1	0.146173
mESC_dCTCF_Rep1	NPC_DAC2C3_Rep2	0.146120
mESC_DAB_Rep2	NPC_polyA_Rep2	0.146042
mESC_DB_Rep2	NPC_DAC2C3_Rep2	0.146001
mESC_DAB_Rep1	NPC_DAB_Rep1	0.145585
mESC_DB_Rep1	NPC_DB_Rep1	0.145501
mESC_Dprom_Rep2	NPC_WT_Rep1	0.145284
mESC_polyA_Rep1	NPC_DAC2C3_Rep2	0.145161
mESC_UPPax6_Rep2	NPC_dCTCF_Rep1	0.145133
mESC_dCTCF_Rep1	NPC_polyA_Rep2	0.144767
mESC_DB_Rep1	NPC_DAC2C3_Rep1	0.144754
mESC_DAB_Rep1	NPC_DAC2C3_Rep1	0.144715
mESC_UPPax6_Rep1	NPC_dCTCF_Rep1	0.144639
mESC_dCTCF_Rep2	NPC_DAC2C3_Rep2	0.144582
mESC_dCTCF_Rep1	NPC_polyA_Rep1	0.144536
mESC_dCTCF_Rep1	NPC_DAB_Rep1	0.144400
mESC_DB_Rep2	NPC_DB_Rep1	0.144164
mESC_WT_Rep1	NPC_DAC2C3_Rep2	0.144038
mESC_polyA_Rep2	NPC_DC2C3_Rep2	0.144020
mESC_polyA_Rep2	NPC_DB_Rep2	0.144014
mESC_DA_Rep1	NPC_DC2C3_Rep1	0.143963
mESC_DB_Rep1	NPC_DAB_Rep1	0.143821
mESC_DAB_Rep1	NPC_DA_Rep1	0.143804
mESC_DA_Rep1	NPC_DAB_Rep1	0.143375
mESC_polyA_Rep1	NPC_DB_Rep2	0.143363
mESC_dCTCF_Rep1	NPC_DA_Rep1	0.143241
mESC_WT_Rep2	NPC_dCTCF_Rep2	0.143192
mESC_polyA_Rep2	NPC_DC2C3_Rep1	0.143105
mESC_DB_Rep2	NPC_DAC2C3_Rep1	0.143092
mESC_polyA_Rep2	NPC_DAC2C3_Rep1	0.143081
mESC_DA_Rep1	NPC_DC2C3_Rep2	0.142742
mESC_DAB_Rep2	NPC_DAB_Rep1	0.142636
mESC_dCTCF_Rep1	NPC_DAC2C3_Rep1	0.142636
mESC_WT_Rep1	NPC_DA_Rep1	0.142532
mESC_DB_Rep2	NPC_DAB_Rep1	0.142375
mESC_polyA_Rep1	NPC_DC2C3_Rep2	0.142203
mESC_DAB_Rep1	NPC_DAB_Rep2	0.142190
mESC_dCTCF_Rep1	NPC_DAB_Rep2	0.142157
mESC_dCTCF_Rep2	NPC_DAB_Rep1	0.141930
mESC_DAB_Rep2	NPC_DAC2C3_Rep2	0.141860
mESC_Dprom_Rep2	NPC_DAB_Rep1	0.141849
mESC_WT_Rep1	NPC_polyA_Rep2	0.141795
mESC_polyA_Rep1	NPC_DAC2C3_Rep1	0.141450
mESC_polyA_Rep1	NPC_DC2C3_Rep1	0.141240
mESC_Dprom_Rep2	NPC_Dprom_Rep2	0.141197
mESC_dCTCF_Rep2	NPC_DAC2C3_Rep1	0.140959
mESC_DB_Rep1	NPC_DAB_Rep2	0.140941
mESC_WT_Rep1	NPC_polyA_Rep1	0.140885
mESC_DA_Rep1	NPC_DAB_Rep2	0.140872
mESC_Dprom_Rep1	NPC_Dprom_Rep2	0.140755
mESC_dCTCF_Rep2	NPC_DA_Rep1	0.140412
mESC_dCTCF_Rep2	NPC_polyA_Rep2	0.140228
mESC_DAB_Rep1	NPC_dCTCF_Rep2	0.140180
mESC_dCTCF_Rep1	NPC_DA_Rep2	0.140140
mESC_DAB_Rep1	NPC_DA_Rep2	0.140103
mESC_DAB_Rep2	NPC_DAB_Rep2	0.139940
